0.599864 0.297851 0.463785	0.000000 0.746667 0.000000	0.000000 0.006667 -0.993333	1.300000
0.599633 0.297832 0.463631	0.000000 0.743333 0.000000	0.000000 0.013333 -0.986667	1.300000
0.599403 0.297814 0.463478	0.000000 0.740000 0.000000	0.000000 0.020000 -0.980000	1.300000
0.599172 0.297795 0.463324	0.000000 0.736667 0.000000	0.000000 0.026667 -0.973333	1.300000
0.598942 0.297777 0.463171	0.000000 0.733333 0.000000	0.000000 0.033333 -0.966667	1.300000
0.598711 0.297759 0.463017	0.000000 0.730000 0.000000	0.000000 0.040000 -0.960000	1.300000
0.598481 0.297740 0.462864	0.000000 0.726667 0.000000	0.000000 0.046667 -0.953333	1.300000
0.598251 0.297722 0.462710	0.000000 0.723333 0.000000	0.000000 0.053333 -0.946667	1.300000
0.598020 0.297704 0.462557	0.000000 0.720000 0.000000	0.000000 0.060000 -0.940000	1.300000
0.597790 0.297685 0.462403	0.000000 0.716667 0.000000	0.000000 0.066667 -0.933333	1.300000
0.597559 0.297667 0.462250	0.000000 0.713333 0.000000	0.000000 0.073333 -0.926667	1.300000
0.597329 0.297648 0.462097	0.000000 0.710000 0.000000	0.000000 0.080000 -0.920000	1.300000
0.597098 0.297630 0.461943	0.000000 0.706667 0.000000	0.000000 0.086667 -0.913333	1.300000
0.596868 0.297612 0.461790	0.000000 0.703333 0.000000	0.000000 0.093333 -0.906667	1.300000
0.596638 0.297593 0.461636	0.000000 0.700000 0.000000	0.000000 0.100000 -0.900000	1.300000
0.596407 0.297575 0.461483	0.000000 0.696667 0.000000	0.000000 0.106667 -0.893333	1.300000
0.596177 0.297557 0.461329	0.000000 0.693333 0.000000	0.000000 0.113333 -0.886667	1.300000
0.595946 0.297538 0.461176	0.000000 0.690000 0.000000	0.000000 0.120000 -0.880000	1.300000
0.595716 0.297520 0.461022	0.000000 0.686667 0.000000	0.000000 0.126667 -0.873333	1.300000
0.595485 0.297501 0.460869	0.000000 0.683333 0.000000	0.000000 0.133333 -0.866667	1.300000
0.595255 0.297483 0.460715	0.000000 0.680000 0.000000	0.000000 0.140000 -0.860000	1.300000
