0.681944 0.104165 0.586603	0.000000 0.535000 -0.510000	0.000000 1.000000 0.000000	1.300000
0.681807 0.104544 0.586385	0.000000 0.570000 -0.520000	0.000000 1.000000 0.000000	1.300000
0.681671 0.104924 0.586168	0.000000 0.605000 -0.530000	0.000000 1.000000 0.000000	1.300000
0.681534 0.105303 0.585951	0.000000 0.640000 -0.540000	0.000000 1.000000 0.000000	1.300000
0.681398 0.105682 0.585733	0.000000 0.675000 -0.550000	0.000000 1.000000 0.000000	1.300000
0.681261 0.106061 0.585516	0.000000 0.710000 -0.560000	0.000000 1.000000 0.000000	1.300000
0.681125 0.106441 0.585298	0.000000 0.745000 -0.570000	0.000000 1.000000 0.000000	1.300000
0.680989 0.106820 0.585081	0.000000 0.780000 -0.580000	0.000000 1.000000 0.000000	1.300000
0.680852 0.107199 0.584864	0.000000 0.815000 -0.590000	0.000000 1.000000 0.000000	1.300000
0.680716 0.107578 0.584646	0.000000 0.850000 -0.600000	0.000000 1.000000 0.000000	1.300000
0.680579 0.107958 0.584429	0.000000 0.885000 -0.610000	0.000000 1.000000 0.000000	1.300000
0.680443 0.108337 0.584212	0.000000 0.920000 -0.620000	0.000000 1.000000 0.000000	1.300000
0.680307 0.108716 0.583994	0.000000 0.955000 -0.630000	0.000000 1.000000 0.000000	1.300000
0.680170 0.109095 0.583777	0.000000 0.990000 -0.640000	0.000000 1.000000 0.000000	1.300000
0.680034 0.109475 0.583560	0.000000 1.025000 -0.650000	0.000000 1.000000 0.000000	1.300000
0.679897 0.109854 0.583342	0.000000 1.060000 -0.660000	0.000000 1.000000 0.000000	1.300000
0.679761 0.110233 0.583125	0.000000 1.095000 -0.670000	0.000000 1.000000 0.000000	1.300000
0.679624 0.110612 0.582908	0.000000 1.130000 -0.680000	0.000000 1.000000 0.000000	1.300000
0.679488 0.110992 0.582690	0.000000 1.165000 -0.690000	0.000000 1.000000 0.000000	1.300000
0.679352 0.111371 0.582473	0.000000 1.200000 -0.700000	0.000000 1.000000 0.000000	1.300000
0.679215 0.111750 0.582255	0.000000 1.235000 -0.710000	0.000000 1.000000 0.000000	1.300000
0.679079 0.112129 0.582038	0.000000 1.270000 -0.720000	0.000000 1.000000 0.000000	1.300000
0.678942 0.112509 0.581821	0.000000 1.305000 -0.730000	0.000000 1.000000 0.000000	1.300000
0.678806 0.112888 0.581603	0.000000 1.340000 -0.740000	0.000000 1.000000 0.000000	1.300000
0.678670 0.113267 0.581386	0.000000 1.375000 -0.750000	0.000000 1.000000 0.000000	1.300000
0.678533 0.113646 0.581169	0.000000 1.410000 -0.760000	0.000000 1.000000 0.000000	1.300000
0.678397 0.114025 0.580951	0.000000 1.445000 -0.770000	0.000000 1.000000 0.000000	1.300000
0.678260 0.114405 0.580734	0.000000 1.480000 -0.780000	0.000000 1.000000 0.000000	1.300000
0.678124 0.114784 0.580517	0.000000 1.515000 -0.790000	0.000000 1.000000 0.000000	1.300000
0.677987 0.115163 0.580299	0.000000 1.550000 -0.800000	0.000000 1.000000 0.000000	1.300000
0.677851 0.115542 0.580082	0.000000 1.585000 -0.810000	0.000000 1.000000 0.000000	1.300000
0.677715 0.115922 0.579864	0.000000 1.620000 -0.820000	0.000000 1.000000 0.000000	1.300000
0.677578 0.116301 0.579647	0.000000 1.655000 -0.830000	0.000000 1.000000 0.000000	1.300000
0.677442 0.116680 0.579430	0.000000 1.690000 -0.840000	0.000000 1.000000 0.000000	1.300000
0.677305 0.117059 0.579212	0.000000 1.725000 -0.850000	0.000000 1.000000 0.000000	1.300000
0.677169 0.117439 0.578995	0.000000 1.760000 -0.860000	0.000000 1.000000 0.000000	1.300000
0.677032 0.117818 0.578778	0.000000 1.795000 -0.870000	0.000000 1.000000 0.000000	1.300000
0.676896 0.118197 0.578560	0.000000 1.830000 -0.880000	0.000000 1.000000 0.000000	1.300000
0.676760 0.118576 0.578343	0.000000 1.865000 -0.890000	0.000000 1.000000 0.000000	1.300000
0.676623 0.118956 0.578126	0.000000 1.900000 -0.900000	0.000000 1.000000 0.000000	1.300000
0.676487 0.119335 0.577908	0.000000 1.935000 -0.910000	0.000000 1.000000 0.000000	1.300000
