0.668299 0.142513 0.564654	0.000000 3.980000 -1.493333	0.000000 0.993333 -0.006667	1.300000
0.668160 0.143315 0.564225	0.000000 3.960000 -1.486667	0.000000 0.986667 -0.013333	1.300000
0.668021 0.144118 0.563795	0.000000 3.940000 -1.480000	0.000000 0.980000 -0.020000	1.300000
0.667882 0.144920 0.563366	0.000000 3.920000 -1.473333	0.000000 0.973333 -0.026667	1.300000
0.667743 0.145723 0.562936	0.000000 3.900000 -1.466667	0.000000 0.966667 -0.033333	1.300000
0.667604 0.146525 0.562507	0.000000 3.880000 -1.460000	0.000000 0.960000 -0.040000	1.300000
0.667465 0.147328 0.562077	0.000000 3.860000 -1.453333	0.000000 0.953333 -0.046667	1.300000
0.667326 0.148130 0.561648	0.000000 3.840000 -1.446667	0.000000 0.946667 -0.053333	1.300000
0.667187 0.148933 0.561218	0.000000 3.820000 -1.440000	0.000000 0.940000 -0.060000	1.300000
0.667048 0.149735 0.560789	0.000000 3.800000 -1.433333	0.000000 0.933333 -0.066667	1.300000
0.666909 0.150538 0.560359	0.000000 3.780000 -1.426667	0.000000 0.926667 -0.073333	1.300000
0.666770 0.151340 0.559930	0.000000 3.760000 -1.420000	0.000000 0.920000 -0.080000	1.300000
0.666631 0.152143 0.559500	0.000000 3.740000 -1.413333	0.000000 0.913333 -0.086667	1.300000
0.666492 0.152945 0.559070	0.000000 3.720000 -1.406667	0.000000 0.906667 -0.093333	1.300000
0.666352 0.153748 0.558641	0.000000 3.700000 -1.400000	0.000000 0.900000 -0.100000	1.300000
0.666213 0.154550 0.558211	0.000000 3.680000 -1.393333	0.000000 0.893333 -0.106667	1.300000
0.666074 0.155353 0.557782	0.000000 3.660000 -1.386667	0.000000 0.886667 -0.113333	1.300000
0.665935 0.156155 0.557352	0.000000 3.640000 -1.380000	0.000000 0.880000 -0.120000	1.300000
0.665796 0.156958 0.556923	0.000000 3.620000 -1.373333	0.000000 0.873333 -0.126667	1.300000
0.665657 0.157761 0.556493	0.000000 3.600000 -1.366667	0.000000 0.866667 -0.133333	1.300000
0.665518 0.158563 0.556064	0.000000 3.580000 -1.360000	0.000000 0.860000 -0.140000	1.300000
0.665379 0.159366 0.555634	0.000000 3.560000 -1.353333	0.000000 0.853333 -0.146667	1.300000
0.665240 0.160168 0.555205	0.000000 3.540000 -1.346667	0.000000 0.846667 -0.153333	1.300000
0.665101 0.160971 0.554775	0.000000 3.520000 -1.340000	0.000000 0.840000 -0.160000	1.300000
0.664962 0.161773 0.554346	0.000000 3.500000 -1.333333	0.000000 0.833333 -0.166667	1.300000
0.664823 0.162576 0.553916	0.000000 3.480000 -1.326667	0.000000 0.826667 -0.173333	1.300000
0.664684 0.163378 0.553486	0.000000 3.460000 -1.320000	0.000000 0.820000 -0.180000	1.300000
0.664545 0.164181 0.553057	0.000000 3.440000 -1.313333	0.000000 0.813333 -0.186667	1.300000
0.664406 0.164983 0.552627	0.000000 3.420000 -1.306667	0.000000 0.806667 -0.193333	1.300000
0.664267 0.165786 0.552198	0.000000 3.400000 -1.300000	0.000000 0.800000 -0.200000	1.300000
0.664128 0.166588 0.551768	0.000000 3.380000 -1.293333	0.000000 0.793333 -0.206667	1.300000
0.663989 0.167391 0.551339	0.000000 3.360000 -1.286667	0.000000 0.786667 -0.213333	1.300000
0.663850 0.168193 0.550909	0.000000 3.340000 -1.280000	0.000000 0.780000 -0.220000	1.300000
0.663711 0.168996 0.550480	0.000000 3.320000 -1.273333	0.000000 0.773333 -0.226667	1.300000
0.663572 0.169798 0.550050	0.000000 3.300000 -1.266667	0.000000 0.766667 -0.233333	1.300000
0.663433 0.170601 0.549621	0.000000 3.280000 -1.260000	0.000000 0.760000 -0.240000	1.300000
0.663294 0.171403 0.549191	0.000000 3.260000 -1.253333	0.000000 0.753333 -0.246667	1.300000
0.663155 0.172206 0.548761	0.000000 3.240000 -1.246667	0.000000 0.746667 -0.253333	1.300000
0.663016 0.173009 0.548332	0.000000 3.220000 -1.240000	0.000000 0.740000 -0.260000	1.300000
0.662877 0.173811 0.547902	0.000000 3.200000 -1.233333	0.000000 0.733333 -0.266667	1.300000
0.662738 0.174614 0.547473	0.000000 3.180000 -1.226667	0.000000 0.726667 -0.273333	1.300000
0.662599 0.175416 0.547043	0.000000 3.160000 -1.220000	0.000000 0.720000 -0.280000	1.300000
0.662460 0.176219 0.546614	0.000000 3.140000 -1.213333	0.000000 0.713333 -0.286667	1.300000
0.662321 0.177021 0.546184	0.000000 3.120000 -1.206667	0.000000 0.706667 -0.293333	1.300000
0.662181 0.177824 0.545755	0.000000 3.100000 -1.200000	0.000000 0.700000 -0.300000	1.300000
0.662042 0.178626 0.545325	0.000000 3.080000 -1.193333	0.000000 0.693333 -0.306667	1.300000
0.661903 0.179429 0.544896	0.000000 3.060000 -1.186667	0.000000 0.686667 -0.313333	1.300000
0.661764 0.180231 0.544466	0.000000 3.040000 -1.180000	0.000000 0.680000 -0.320000	1.300000
0.661625 0.181034 0.544037	0.000000 3.020000 -1.173333	0.000000 0.673333 -0.326667	1.300000
0.661486 0.181836 0.543607	0.000000 3.000000 -1.166667	0.000000 0.666667 -0.333333	1.300000
0.661347 0.182639 0.543177	0.000000 2.980000 -1.160000	0.000000 0.660000 -0.340000	1.300000
0.661208 0.183441 0.542748	0.000000 2.960000 -1.153333	0.000000 0.653333 -0.346667	1.300000
0.661069 0.184244 0.542318	0.000000 2.940000 -1.146667	0.000000 0.646667 -0.353333	1.300000
0.660930 0.185046 0.541889	0.000000 2.920000 -1.140000	0.000000 0.640000 -0.360000	1.300000
0.660791 0.185849 0.541459	0.000000 2.900000 -1.133333	0.000000 0.633333 -0.366667	1.300000
0.660652 0.186651 0.541030	0.000000 2.880000 -1.126667	0.000000 0.626667 -0.373333	1.300000
0.660513 0.187454 0.540600	0.000000 2.860000 -1.120000	0.000000 0.620000 -0.380000	1.300000
0.660374 0.188257 0.540171	0.000000 2.840000 -1.113333	0.000000 0.613333 -0.386667	1.300000
0.660235 0.189059 0.539741	0.000000 2.820000 -1.106667	0.000000 0.606667 -0.393333	1.300000
0.660096 0.189862 0.539312	0.000000 2.800000 -1.100000	0.000000 0.600000 -0.400000	1.300000
0.659957 0.190664 0.538882	0.000000 2.780000 -1.093333	0.000000 0.593333 -0.406667	1.300000
0.659818 0.191467 0.538453	0.000000 2.760000 -1.086667	0.000000 0.586667 -0.413333	1.300000
