2.382960 0.327657 2.085090	0.000000 0.005000 -0.005000	0.000000 1.000000 0.000000	1.300000
2.365920 0.325314 2.070180	0.000000 0.010000 -0.010000	0.000000 1.000000 0.000000	1.300000
2.348880 0.322971 2.055270	0.000000 0.015000 -0.015000	0.000000 1.000000 0.000000	1.300000
2.331840 0.320628 2.040360	0.000000 0.020000 -0.020000	0.000000 1.000000 0.000000	1.300000
2.314800 0.318285 2.025450	0.000000 0.025000 -0.025000	0.000000 1.000000 0.000000	1.300000
2.297760 0.315942 2.010540	0.000000 0.030000 -0.030000	0.000000 1.000000 0.000000	1.300000
2.280720 0.313599 1.995630	0.000000 0.035000 -0.035000	0.000000 1.000000 0.000000	1.300000
2.263680 0.311256 1.980720	0.000000 0.040000 -0.040000	0.000000 1.000000 0.000000	1.300000
2.246640 0.308913 1.965810	0.000000 0.045000 -0.045000	0.000000 1.000000 0.000000	1.300000
2.229600 0.306570 1.950900	0.000000 0.050000 -0.050000	0.000000 1.000000 0.000000	1.300000
2.212560 0.304227 1.935990	0.000000 0.055000 -0.055000	0.000000 1.000000 0.000000	1.300000
2.195520 0.301884 1.921080	0.000000 0.060000 -0.060000	0.000000 1.000000 0.000000	1.300000
2.178480 0.299541 1.906170	0.000000 0.065000 -0.065000	0.000000 1.000000 0.000000	1.300000
2.161440 0.297198 1.891260	0.000000 0.070000 -0.070000	0.000000 1.000000 0.000000	1.300000
2.144400 0.294855 1.876350	0.000000 0.075000 -0.075000	0.000000 1.000000 0.000000	1.300000
2.127360 0.292512 1.861440	0.000000 0.080000 -0.080000	0.000000 1.000000 0.000000	1.300000
2.110320 0.290169 1.846530	0.000000 0.085000 -0.085000	0.000000 1.000000 0.000000	1.300000
2.093280 0.287826 1.831620	0.000000 0.090000 -0.090000	0.000000 1.000000 0.000000	1.300000
2.076240 0.285483 1.816710	0.000000 0.095000 -0.095000	0.000000 1.000000 0.000000	1.300000
2.059200 0.283140 1.801800	0.000000 0.100000 -0.100000	0.000000 1.000000 0.000000	1.300000
2.042160 0.280797 1.786890	0.000000 0.105000 -0.105000	0.000000 1.000000 0.000000	1.300000
2.025120 0.278454 1.771980	0.000000 0.110000 -0.110000	0.000000 1.000000 0.000000	1.300000
2.008080 0.276111 1.757070	0.000000 0.115000 -0.115000	0.000000 1.000000 0.000000	1.300000
1.991040 0.273768 1.742160	0.000000 0.120000 -0.120000	0.000000 1.000000 0.000000	1.300000
1.974000 0.271425 1.727250	0.000000 0.125000 -0.125000	0.000000 1.000000 0.000000	1.300000
1.956960 0.269082 1.712340	0.000000 0.130000 -0.130000	0.000000 1.000000 0.000000	1.300000
1.939920 0.266739 1.697430	0.000000 0.135000 -0.135000	0.000000 1.000000 0.000000	1.300000
1.922880 0.264396 1.682520	0.000000 0.140000 -0.140000	0.000000 1.000000 0.000000	1.300000
1.905840 0.262053 1.667610	0.000000 0.145000 -0.145000	0.000000 1.000000 0.000000	1.300000
1.888800 0.259710 1.652700	0.000000 0.150000 -0.150000	0.000000 1.000000 0.000000	1.300000
1.871760 0.257367 1.637790	0.000000 0.155000 -0.155000	0.000000 1.000000 0.000000	1.300000
1.854720 0.255024 1.622880	0.000000 0.160000 -0.160000	0.000000 1.000000 0.000000	1.300000
1.837680 0.252681 1.607970	0.000000 0.165000 -0.165000	0.000000 1.000000 0.000000	1.300000
1.820640 0.250338 1.593060	0.000000 0.170000 -0.170000	0.000000 1.000000 0.000000	1.300000
1.803600 0.247995 1.578150	0.000000 0.175000 -0.175000	0.000000 1.000000 0.000000	1.300000
1.786560 0.245652 1.563240	0.000000 0.180000 -0.180000	0.000000 1.000000 0.000000	1.300000
1.769520 0.243309 1.548330	0.000000 0.185000 -0.185000	0.000000 1.000000 0.000000	1.300000
1.752480 0.240966 1.533420	0.000000 0.190000 -0.190000	0.000000 1.000000 0.000000	1.300000
1.735440 0.238623 1.518510	0.000000 0.195000 -0.195000	0.000000 1.000000 0.000000	1.300000
1.718400 0.236280 1.503600	0.000000 0.200000 -0.200000	0.000000 1.000000 0.000000	1.300000
1.701360 0.233937 1.488690	0.000000 0.205000 -0.205000	0.000000 1.000000 0.000000	1.300000
1.684320 0.231594 1.473780	0.000000 0.210000 -0.210000	0.000000 1.000000 0.000000	1.300000
1.667280 0.229251 1.458870	0.000000 0.215000 -0.215000	0.000000 1.000000 0.000000	1.300000
1.650240 0.226908 1.443960	0.000000 0.220000 -0.220000	0.000000 1.000000 0.000000	1.300000
1.633200 0.224565 1.429050	0.000000 0.225000 -0.225000	0.000000 1.000000 0.000000	1.300000
1.616160 0.222222 1.414140	0.000000 0.230000 -0.230000	0.000000 1.000000 0.000000	1.300000
1.599120 0.219879 1.399230	0.000000 0.235000 -0.235000	0.000000 1.000000 0.000000	1.300000
1.582080 0.217536 1.384320	0.000000 0.240000 -0.240000	0.000000 1.000000 0.000000	1.300000
1.565040 0.215193 1.369410	0.000000 0.245000 -0.245000	0.000000 1.000000 0.000000	1.300000
1.548000 0.212850 1.354500	0.000000 0.250000 -0.250000	0.000000 1.000000 0.000000	1.300000
1.530960 0.210507 1.339590	0.000000 0.255000 -0.255000	0.000000 1.000000 0.000000	1.300000
1.513920 0.208164 1.324680	0.000000 0.260000 -0.260000	0.000000 1.000000 0.000000	1.300000
1.496880 0.205821 1.309770	0.000000 0.265000 -0.265000	0.000000 1.000000 0.000000	1.300000
1.479840 0.203478 1.294860	0.000000 0.270000 -0.270000	0.000000 1.000000 0.000000	1.300000
1.462800 0.201135 1.279950	0.000000 0.275000 -0.275000	0.000000 1.000000 0.000000	1.300000
1.445760 0.198792 1.265040	0.000000 0.280000 -0.280000	0.000000 1.000000 0.000000	1.300000
1.428720 0.196449 1.250130	0.000000 0.285000 -0.285000	0.000000 1.000000 0.000000	1.300000
1.411680 0.194106 1.235220	0.000000 0.290000 -0.290000	0.000000 1.000000 0.000000	1.300000
1.394640 0.191763 1.220310	0.000000 0.295000 -0.295000	0.000000 1.000000 0.000000	1.300000
1.377600 0.189420 1.205400	0.000000 0.300000 -0.300000	0.000000 1.000000 0.000000	1.300000
1.360560 0.187077 1.190490	0.000000 0.305000 -0.305000	0.000000 1.000000 0.000000	1.300000
1.343520 0.184734 1.175580	0.000000 0.310000 -0.310000	0.000000 1.000000 0.000000	1.300000
1.326480 0.182391 1.160670	0.000000 0.315000 -0.315000	0.000000 1.000000 0.000000	1.300000
1.309440 0.180048 1.145760	0.000000 0.320000 -0.320000	0.000000 1.000000 0.000000	1.300000
1.292400 0.177705 1.130850	0.000000 0.325000 -0.325000	0.000000 1.000000 0.000000	1.300000
1.275360 0.175362 1.115940	0.000000 0.330000 -0.330000	0.000000 1.000000 0.000000	1.300000
1.258320 0.173019 1.101030	0.000000 0.335000 -0.335000	0.000000 1.000000 0.000000	1.300000
1.241280 0.170676 1.086120	0.000000 0.340000 -0.340000	0.000000 1.000000 0.000000	1.300000
1.224240 0.168333 1.071210	0.000000 0.345000 -0.345000	0.000000 1.000000 0.000000	1.300000
1.207200 0.165990 1.056300	0.000000 0.350000 -0.350000	0.000000 1.000000 0.000000	1.300000
1.190160 0.163647 1.041390	0.000000 0.355000 -0.355000	0.000000 1.000000 0.000000	1.300000
1.173120 0.161304 1.026480	0.000000 0.360000 -0.360000	0.000000 1.000000 0.000000	1.300000
1.156080 0.158961 1.011570	0.000000 0.365000 -0.365000	0.000000 1.000000 0.000000	1.300000
1.139040 0.156618 0.996660	0.000000 0.370000 -0.370000	0.000000 1.000000 0.000000	1.300000
1.122000 0.154275 0.981750	0.000000 0.375000 -0.375000	0.000000 1.000000 0.000000	1.300000
1.104960 0.151932 0.966840	0.000000 0.380000 -0.380000	0.000000 1.000000 0.000000	1.300000
